round,season,date,home,team,xg,goals,goals_against,xg_against,opponent,attendance,venue,ref
17,1819,2018-12-21,0,M'Gladbach,0.6,1,2,1.7,Dortmund,81365,Signal Iduna Park,Felix Zwayer
17,1819,2018-12-22,0,Werder Bremen,2,2,3,1.9,RB Leipzig,40455,Red Bull Arena,Bibiana Steinhaus
17,1819,2018-12-22,0,Düsseldorf,0.9,1,0,0.5,Hannover 96,34200,HDI-Arena,Bastian Dankert
17,1819,2018-12-22,0,Hertha BSC,1.6,1,3,2.5,Leverkusen,27647,BayArena,Tobias Stieler
17,1819,2018-12-22,0,Schalke 04,2.2,3,1,1.6,Stuttgart,54022,Mercedes-Benz Arena,Felix Brych
17,1819,2018-12-22,0,Freiburg,0.4,1,0,0.7,Nürnberg,36190,Max-Morlock-Stadion,Robert Kampka
17,1819,2018-12-22,0,Bayern Munich,1.9,3,0,1.1,Eint Frankfurt,51500,Commerzbank-Arena,Manuel Gräfe
17,1819,2018-12-23,0,Wolfsburg,2.1,3,2,0.9,Augsburg,28152,WWK Arena,Sören Storks
17,1819,2018-12-23,0,Mainz 05,1.3,1,1,3.1,Hoffenheim,28216,PreZero Arena,Sascha Stegemann
18,1819,2019-01-18,0,Bayern Munich,2.7,3,1,1,Hoffenheim,30150,PreZero Arena,Tobias Welz
18,1819,2019-01-19,0,Mainz 05,1.7,3,2,2.8,Stuttgart,51881,Mercedes-Benz Arena,Tobias Stieler
18,1819,2019-01-19,0,Freiburg,1.6,1,3,2.7,Eint Frankfurt,49200,Commerzbank-Arena,Sven Jablonski
18,1819,2019-01-19,0,M'Gladbach,0.7,1,0,1.8,Leverkusen,29628,BayArena,Daniel Siebert
18,1819,2019-01-19,0,Werder Bremen,2.7,1,0,0.9,Hannover 96,44300,HDI-Arena,Marco Fritz
18,1819,2019-01-19,0,Düsseldorf,1.1,2,1,0.8,Augsburg,27568,WWK Arena,Christian Dingert
18,1819,2019-01-19,0,Dortmund,1,1,0,1.3,RB Leipzig,41939,Red Bull Arena,Deniz Aytekin
18,1819,2019-01-20,0,Hertha BSC,2.3,3,1,1,Nürnberg,36112,Max-Morlock-Stadion,Guido Winkmann
18,1819,2019-01-20,0,Wolfsburg,1.4,1,2,2.5,Schalke 04,58827,Veltins-Arena,Manuel Gräfe
19,1819,2019-01-25,0,Schalke 04,1,2,2,0.9,Hertha BSC,43027,Olympiastadion Berlin,Felix Brych
19,1819,2019-01-26,0,Hoffenheim,2.5,4,2,2,Freiburg,23900,Schwarzwald-Stadion,Bibiana Steinhaus
19,1819,2019-01-26,0,Hannover 96,0.8,1,5,2.2,Dortmund,81365,Signal Iduna Park,Manuel Gräfe
19,1819,2019-01-26,0,Augsburg,0.6,0,2,1.9,M'Gladbach,42509,Stadion im Borussia-Park,Harm Osmers
19,1819,2019-01-26,0,Leverkusen,3.1,3,0,0.7,Wolfsburg,21736,Volkswagen Arena,Felix Zwayer
19,1819,2019-01-26,0,Nürnberg,0.5,1,2,3,Mainz 05,22005,Opel Arena,Bastian Dankert
19,1819,2019-01-26,0,Eint Frankfurt,1.6,2,2,3.5,Werder Bremen,42100,Weserstadion,Markus Schmidt
19,1819,2019-01-27,0,Stuttgart,0.9,1,4,2.2,Bayern Munich,75000,Allianz Arena,Frank Willenborg
19,1819,2019-01-27,0,RB Leipzig,2.4,4,0,0.3,Düsseldorf,34394,Merkur Spielarena,Robert Hartmann
20,1819,2019-02-01,0,RB Leipzig,3,3,0,0.1,Hannover 96,32400,HDI-Arena,Daniel Schlager
20,1819,2019-02-02,0,Wolfsburg,1.2,1,0,1.4,Hertha BSC,39259,Olympiastadion Berlin,Bastian Dankert
20,1819,2019-02-02,0,Düsseldorf,0.9,1,1,1.8,Hoffenheim,24747,PreZero Arena,Benjamin Cortus
20,1819,2019-02-02,0,Dortmund,1.5,1,1,1,Eint Frankfurt,51500,Commerzbank-Arena,Felix Zwayer
20,1819,2019-02-02,0,Werder Bremen,0.9,1,1,1.3,Nürnberg,35753,Max-Morlock-Stadion,Robert Kampka
20,1819,2019-02-02,0,Bayern Munich,1.6,1,3,1.7,Leverkusen,30210,BayArena,Tobias Stieler
20,1819,2019-02-02,0,M'Gladbach,1.6,2,0,0.4,Schalke 04,62271,Veltins-Arena,Marco Fritz
20,1819,2019-02-03,0,Mainz 05,0.3,0,3,3.3,Augsburg,25733,WWK Arena,Sören Storks
20,1819,2019-02-03,0,Freiburg,2.1,2,2,1.3,Stuttgart,51009,Mercedes-Benz Arena,Deniz Aytekin
21,1819,2019-02-08,0,Leverkusen,2.7,5,1,1.7,Mainz 05,21905,Opel Arena,Robert Schröder
21,1819,2019-02-09,0,Hertha BSC,1.6,3,0,1.1,M'Gladbach,48232,Stadion im Borussia-Park,Martin Petersen
21,1819,2019-02-09,0,Eint Frankfurt,0.4,0,0,1.7,RB Leipzig,38330,Red Bull Arena,Guido Winkmann
21,1819,2019-02-09,0,Wolfsburg,1.7,3,3,1,Freiburg,23600,Schwarzwald-Stadion,Felix Brych
21,1819,2019-02-09,0,Nürnberg,1.1,0,2,1.7,Hannover 96,33700,HDI-Arena,Tobias Welz
21,1819,2019-02-09,0,Hoffenheim,1.3,3,3,2.5,Dortmund,81365,Signal Iduna Park,Marco Fritz
21,1819,2019-02-09,0,Schalke 04,0.8,1,3,2.2,Bayern Munich,75000,Allianz Arena,Daniel Siebert
21,1819,2019-02-10,0,Augsburg,1.2,0,4,1.2,Werder Bremen,40138,Weserstadion,Manuel Gräfe
21,1819,2019-02-10,0,Stuttgart,1.2,0,3,1.9,Düsseldorf,40211,Merkur Spielarena,Christian Dingert
22,1819,2019-02-15,0,Bayern Munich,1.8,3,2,0.4,Augsburg,30660,WWK Arena,Bibiana Steinhaus
22,1819,2019-02-16,0,Freiburg,1,0,0,0.4,Schalke 04,58271,Veltins-Arena,Frank Willenborg
22,1819,2019-02-16,0,Mainz 05,0.8,0,3,2,Wolfsburg,20334,Volkswagen Arena,Benjamin Cortus
22,1819,2019-02-16,0,RB Leipzig,1.2,3,1,1.2,Stuttgart,46072,Mercedes-Benz Arena,Felix Zwayer
22,1819,2019-02-16,0,Hannover 96,0.4,0,3,3.4,Hoffenheim,23404,PreZero Arena,Daniel Siebert
22,1819,2019-02-16,0,Werder Bremen,0.5,1,1,1.1,Hertha BSC,49627,Olympiastadion Berlin,Sören Storks
22,1819,2019-02-17,0,M'Gladbach,1.2,1,1,1,Eint Frankfurt,51500,Commerzbank-Arena,Deniz Aytekin
22,1819,2019-02-17,0,Düsseldorf,0.2,0,2,1.8,Leverkusen,27717,BayArena,Markus Schmidt
22,1819,2019-02-18,0,Dortmund,1.4,0,0,0.3,Nürnberg,50000,Max-Morlock-Stadion,Harm Osmers
23,1819,2019-02-22,0,Stuttgart,0.9,1,1,1,Werder Bremen,41000,Weserstadion,Robert Hartmann
23,1819,2019-02-23,0,Hertha BSC,0.4,0,1,0.7,Bayern Munich,75000,Allianz Arena,Harm Osmers
23,1819,2019-02-23,0,Schalke 04,0.8,0,3,2.8,Mainz 05,26005,Opel Arena,Sven Jablonski
23,1819,2019-02-23,0,Wolfsburg,0.9,3,0,1.2,M'Gladbach,48041,Stadion im Borussia-Park,Robert Kampka
23,1819,2019-02-23,0,Augsburg,1.3,1,5,2.1,Freiburg,23600,Schwarzwald-Stadion,Tobias Welz
23,1819,2019-02-23,0,Nürnberg,0.1,1,2,1.6,Düsseldorf,41816,Merkur Spielarena,Sascha Stegemann
23,1819,2019-02-24,0,Eint Frankfurt,2,3,0,0.6,Hannover 96,39100,HDI-Arena,Marco Fritz
23,1819,2019-02-24,0,Leverkusen,0.9,2,3,1.2,Dortmund,81029,Signal Iduna Park,Christian Dingert
23,1819,2019-02-25,0,Hoffenheim,1.2,1,1,1.3,RB Leipzig,33569,Red Bull Arena,Felix Brych
24,1819,2019-03-01,0,Dortmund,2.2,1,2,0.9,Augsburg,30660,WWK Arena,Tobias Stieler
24,1819,2019-03-02,0,Freiburg,0.3,0,2,2.2,Leverkusen,26607,BayArena,Guido Winkmann
24,1819,2019-03-02,0,RB Leipzig,1.3,1,0,1.1,Nürnberg,34532,Max-Morlock-Stadion,Daniel Schlager
24,1819,2019-03-02,0,Mainz 05,0.6,1,2,1.4,Hertha BSC,33981,Olympiastadion Berlin,Deniz Aytekin
24,1819,2019-03-02,0,Hoffenheim,2,2,3,1.6,Eint Frankfurt,49500,Commerzbank-Arena,Manuel Gräfe
24,1819,2019-03-02,0,Düsseldorf,2.1,4,0,0.7,Schalke 04,60322,Veltins-Arena,Felix Brych
24,1819,2019-03-02,0,Bayern Munich,4.7,5,1,0.7,M'Gladbach,54022,Stadion im Borussia-Park,Felix Zwayer
24,1819,2019-03-03,0,Hannover 96,0.1,1,5,2,Stuttgart,55781,Mercedes-Benz Arena,Bastian Dankert
24,1819,2019-03-03,0,Werder Bremen,1.3,1,1,1.2,Wolfsburg,28101,Volkswagen Arena,Daniel Siebert
25,1819,2019-03-08,0,Schalke 04,1.1,2,4,2.5,Werder Bremen,42100,Weserstadion,Martin Petersen
25,1819,2019-03-09,0,Augsburg,0.2,0,0,1.5,RB Leipzig,38590,Red Bull Arena,Sven Jablonski
25,1819,2019-03-09,0,Stuttgart,0.7,1,3,2,Dortmund,81365,Signal Iduna Park,Benjamin Cortus
25,1819,2019-03-09,0,Hertha BSC,1.2,1,2,1.4,Freiburg,24000,Schwarzwald-Stadion,Robert Schröder
25,1819,2019-03-09,0,Wolfsburg,0.1,0,6,3.3,Bayern Munich,75000,Allianz Arena,Sascha Stegemann
25,1819,2019-03-09,0,M'Gladbach,1.7,1,0,0.6,Mainz 05,30405,Opel Arena,Markus Schmidt
25,1819,2019-03-10,0,Nürnberg,0.6,1,2,2.2,Hoffenheim,29015,PreZero Arena,Christian Dingert
25,1819,2019-03-10,0,Leverkusen,2.4,3,2,1.2,Hannover 96,33800,HDI-Arena,Sören Storks
25,1819,2019-03-11,0,Eint Frankfurt,2.3,3,0,0.6,Düsseldorf,41419,Merkur Spielarena,Robert Hartmann
26,1819,2019-03-15,0,Freiburg,0.5,1,1,1.5,M'Gladbach,46832,Stadion im Borussia-Park,Robert Kampka
26,1819,2019-03-16,0,Hoffenheim,2.3,1,1,1.1,Stuttgart,56743,Mercedes-Benz Arena,Felix Zwayer
26,1819,2019-03-16,0,Hannover 96,1.7,1,3,1,Augsburg,28136,WWK Arena,Manuel Gräfe
26,1819,2019-03-16,0,Düsseldorf,1.4,2,5,4.2,Wolfsburg,25350,Volkswagen Arena,Bastian Dankert
26,1819,2019-03-16,0,RB Leipzig,1.3,1,0,1.2,Schalke 04,59913,Veltins-Arena,Guido Winkmann
26,1819,2019-03-16,0,Dortmund,2.9,3,2,1.6,Hertha BSC,74649,Olympiastadion Berlin,Tobias Welz
26,1819,2019-03-17,0,Werder Bremen,1.1,3,1,1.6,Leverkusen,30210,BayArena,Deniz Aytekin
26,1819,2019-03-17,0,Nürnberg,0.5,0,1,2.9,Eint Frankfurt,51500,Commerzbank-Arena,Bibiana Steinhaus
26,1819,2019-03-17,0,Mainz 05,0.3,0,6,2.3,Bayern Munich,75000,Allianz Arena,Frank Willenborg
27,1819,2019-03-29,0,Leverkusen,2.3,1,4,1.7,Hoffenheim,28350,PreZero Arena,Harm Osmers
27,1819,2019-03-30,0,Wolfsburg,0.2,0,2,1.1,Dortmund,81365,Signal Iduna Park,Markus Schmidt
27,1819,2019-03-30,0,Bayern Munich,2.3,1,1,0.7,Freiburg,24000,Schwarzwald-Stadion,Christian Dingert
27,1819,2019-03-30,0,M'Gladbach,0.9,1,3,1.4,Düsseldorf,52500,Merkur Spielarena,Tobias Stieler
27,1819,2019-03-30,0,Mainz 05,0.9,1,3,1.4,Werder Bremen,40711,Weserstadion,Marco Fritz
27,1819,2019-03-30,0,Augsburg,0.9,0,3,1.2,Nürnberg,42658,Max-Morlock-Stadion,Daniel Siebert
27,1819,2019-03-30,0,Hertha BSC,0.9,0,5,3.8,RB Leipzig,41939,Red Bull Arena,Sören Storks
27,1819,2019-03-31,0,Schalke 04,0.5,1,0,1,Hannover 96,44500,HDI-Arena,Sven Jablonski
27,1819,2019-03-31,0,Stuttgart,0.5,0,3,1,Eint Frankfurt,51500,Commerzbank-Arena,Felix Brych
28,1819,2019-04-05,0,Freiburg,1.4,0,5,1.6,Mainz 05,27305,Opel Arena,Sven Jablonski
28,1819,2019-04-06,0,Hannover 96,1,1,3,1.5,Wolfsburg,23512,Volkswagen Arena,Benjamin Cortus
28,1819,2019-04-06,0,RB Leipzig,1.5,4,2,1.6,Leverkusen,28845,BayArena,Tobias Welz
28,1819,2019-04-06,0,Eint Frankfurt,2.2,2,1,0.7,Schalke 04,61842,Veltins-Arena,Sascha Stegemann
28,1819,2019-04-06,0,Nürnberg,2.6,1,1,2.8,Stuttgart,58757,Mercedes-Benz Arena,Frank Willenborg
28,1819,2019-04-06,0,Düsseldorf,2.8,2,1,1.3,Hertha BSC,51604,Olympiastadion Berlin,Christian Dingert
28,1819,2019-04-06,0,Dortmund,0.4,0,5,3.5,Bayern Munich,75000,Allianz Arena,Manuel Gräfe
28,1819,2019-04-07,0,Hoffenheim,2.7,4,0,0.4,Augsburg,27552,WWK Arena,Robert Schröder
28,1819,2019-04-07,0,Werder Bremen,0.8,1,1,1.4,M'Gladbach,54022,Stadion im Borussia-Park,Daniel Schlager
29,1819,2019-04-12,0,Schalke 04,1.2,1,1,1.9,Nürnberg,50000,Max-Morlock-Stadion,Robert Kampka
29,1819,2019-04-13,0,M'Gladbach,1.9,1,0,0.8,Hannover 96,40200,HDI-Arena,Felix Brych
29,1819,2019-04-13,0,Wolfsburg,0.4,0,2,1.6,RB Leipzig,41212,Red Bull Arena,Daniel Siebert
29,1819,2019-04-13,0,Leverkusen,2.5,1,0,0.5,Stuttgart,53657,Mercedes-Benz Arena,Tobias Stieler
29,1819,2019-04-13,0,Freiburg,0.7,1,2,1.5,Werder Bremen,42100,Weserstadion,Bibiana Steinhaus
29,1819,2019-04-13,0,Mainz 05,3.2,1,2,1.4,Dortmund,81365,Signal Iduna Park,Deniz Aytekin
29,1819,2019-04-14,0,Hertha BSC,0.4,0,2,3.2,Hoffenheim,28010,PreZero Arena,Martin Petersen
29,1819,2019-04-14,0,Bayern Munich,3.7,4,1,0.9,Düsseldorf,54600,Merkur Spielarena,Felix Zwayer
29,1819,2019-04-14,0,Augsburg,2.2,3,1,1.7,Eint Frankfurt,51000,Commerzbank-Arena,Bastian Dankert
30,1819,2019-04-20,0,Werder Bremen,0.2,0,1,2.7,Bayern Munich,75000,Allianz Arena,Tobias Welz
30,1819,2019-04-20,0,Nürnberg,0.3,0,2,1.5,Leverkusen,26405,BayArena,Guido Winkmann
30,1819,2019-04-20,0,Düsseldorf,2.4,1,3,3.4,Mainz 05,29205,Opel Arena,Markus Schmidt
30,1819,2019-04-20,0,Stuttgart,1.7,0,6,2.7,Augsburg,30660,WWK Arena,Manuel Gräfe
30,1819,2019-04-20,0,RB Leipzig,2.2,2,1,1.7,M'Gladbach,51757,Stadion im Borussia-Park,Harm Osmers
30,1819,2019-04-20,0,Hoffenheim,1.9,5,2,1.9,Schalke 04,58958,Veltins-Arena,Christian Dingert
30,1819,2019-04-21,0,Dortmund,2.8,4,0,0.6,Freiburg,24000,Schwarzwald-Stadion,Robert Hartmann
30,1819,2019-04-21,0,Hannover 96,0.7,0,0,1.5,Hertha BSC,38916,Olympiastadion Berlin,Sascha Stegemann
30,1819,2019-04-22,0,Eint Frankfurt,1.1,1,1,2,Wolfsburg,26102,Volkswagen Arena,Marco Fritz
31,1819,2019-04-26,0,Leverkusen,2.2,4,1,0.3,Augsburg,26404,WWK Arena,Frank Willenborg
31,1819,2019-04-27,0,Schalke 04,1.1,4,2,0.9,Dortmund,80196,Signal Iduna Park,Felix Zwayer
31,1819,2019-04-27,0,Hertha BSC,1.5,0,0,1.2,Eint Frankfurt,51500,Commerzbank-Arena,Sven Jablonski
31,1819,2019-04-27,0,Freiburg,0.9,1,2,1.7,RB Leipzig,40826,Red Bull Arena,Robert Schröder
31,1819,2019-04-27,0,Werder Bremen,2.7,1,4,1.9,Düsseldorf,52500,Merkur Spielarena,Benjamin Cortus
31,1819,2019-04-27,0,Mainz 05,2.2,0,1,1,Hannover 96,30400,HDI-Arena,Sören Storks
31,1819,2019-04-27,0,M'Gladbach,1.5,0,1,1.5,Stuttgart,56730,Mercedes-Benz Arena,Bastian Dankert
31,1819,2019-04-28,0,Wolfsburg,1.5,4,1,2.4,Hoffenheim,27725,PreZero Arena,Deniz Aytekin
31,1819,2019-04-28,0,Bayern Munich,1.8,1,1,1.5,Nürnberg,50000,Max-Morlock-Stadion,Tobias Stieler
32,1819,2019-05-03,0,RB Leipzig,2.3,3,3,1.4,Mainz 05,23805,Opel Arena,Bibiana Steinhaus
32,1819,2019-05-04,0,Nürnberg,0.6,0,2,1.4,Wolfsburg,22512,Volkswagen Arena,Daniel Siebert
32,1819,2019-05-04,0,Hannover 96,0.9,1,3,3.3,Bayern Munich,75000,Allianz Arena,Christian Dingert
32,1819,2019-05-04,0,Hoffenheim,3,2,2,1.2,M'Gladbach,51807,Stadion im Borussia-Park,Sascha Stegemann
32,1819,2019-05-04,0,Stuttgart,1.4,1,3,2.3,Hertha BSC,48668,Olympiastadion Berlin,Daniel Schlager
32,1819,2019-05-04,0,Dortmund,2.1,2,2,1,Werder Bremen,42100,Weserstadion,Marco Fritz
32,1819,2019-05-05,0,Augsburg,0.3,0,0,1.4,Schalke 04,59841,Veltins-Arena,Manuel Gräfe
32,1819,2019-05-05,0,Düsseldorf,0.8,1,1,1,Freiburg,24000,Schwarzwald-Stadion,Tobias Welz
32,1819,2019-05-05,0,Eint Frankfurt,0.1,1,6,2.7,Leverkusen,30210,BayArena,Robert Hartmann
33,1819,2019-05-11,0,Hertha BSC,2.5,4,3,1.3,Augsburg,29307,WWK Arena,Guido Winkmann
33,1819,2019-05-11,0,Schalke 04,1.4,1,1,1.8,Leverkusen,30210,BayArena,Deniz Aytekin
33,1819,2019-05-11,0,Freiburg,0.6,0,3,1.8,Hannover 96,38100,HDI-Arena,Robert Hartmann
33,1819,2019-05-11,0,Wolfsburg,0.6,0,3,0.7,Stuttgart,54068,Mercedes-Benz Arena,Felix Brych
33,1819,2019-05-11,0,Werder Bremen,0.8,1,0,2.3,Hoffenheim,30150,PreZero Arena,Bastian Dankert
33,1819,2019-05-11,0,Düsseldorf,1.4,2,3,1.2,Dortmund,81365,Signal Iduna Park,Tobias Stieler
33,1819,2019-05-11,0,M'Gladbach,2,4,0,0.8,Nürnberg,50000,Max-Morlock-Stadion,Frank Willenborg
33,1819,2019-05-11,0,Bayern Munich,1.3,0,0,0.6,RB Leipzig,41939,Red Bull Arena,Manuel Gräfe
33,1819,2019-05-12,0,Mainz 05,1.1,2,0,1.3,Eint Frankfurt,51500,Commerzbank-Arena,Harm Osmers
34,1819,2019-05-18,0,Stuttgart,1,0,0,0.8,Schalke 04,61676,Veltins-Arena,Robert Schröder
34,1819,2019-05-18,0,RB Leipzig,1.6,1,2,1,Werder Bremen,42100,Weserstadion,Felix Brych
34,1819,2019-05-18,0,Hannover 96,1,1,2,2,Düsseldorf,50000,Merkur Spielarena,Benjamin Cortus
34,1819,2019-05-18,0,Dortmund,2,2,0,0.5,M'Gladbach,54022,Stadion im Borussia-Park,Manuel Gräfe
34,1819,2019-05-18,0,Hoffenheim,1.5,2,4,2.7,Mainz 05,28305,Opel Arena,Deniz Aytekin
34,1819,2019-05-18,0,Eint Frankfurt,0.7,1,5,4.4,Bayern Munich,75000,Allianz Arena,Sascha Stegemann
34,1819,2019-05-18,0,Nürnberg,0.9,1,5,1.2,Freiburg,24000,Schwarzwald-Stadion,Markus Schmidt
34,1819,2019-05-18,0,Augsburg,0.7,1,8,2.5,Wolfsburg,24456,Volkswagen Arena,Felix Zwayer
34,1819,2019-05-18,0,Leverkusen,2,5,1,1.3,Hertha BSC,59287,Olympiastadion Berlin,Marco Fritz
1,1920,2019-08-16,1,Bayern Munich,2.6,2,2,1,Hertha BSC,75000,Allianz Arena,Harm Osmers
1,1920,2019-08-17,1,Dortmund,2.7,5,1,0.7,Augsburg,81365,Signal Iduna Park,Frank Willenborg
1,1920,2019-08-17,1,Leverkusen,2.7,3,2,1.2,Paderborn 07,26208,BayArena,Tobias Stieler
1,1920,2019-08-17,1,Wolfsburg,0.9,2,1,1.2,Köln,25099,Volkswagen Arena,Sven Jablonski
1,1920,2019-08-17,1,Freiburg,1.8,3,0,0.9,Mainz 05,24000,Schwarzwald-Stadion,Robert Hartmann
1,1920,2019-08-17,1,Werder Bremen,2.4,1,3,0.9,Düsseldorf,42100,Weserstadion,Felix Zwayer
1,1920,2019-08-17,1,M'Gladbach,1.6,0,0,0.6,Schalke 04,54022,Stadion im Borussia-Park,Felix Brych
1,1920,2019-08-18,1,Eint Frankfurt,1.1,1,0,0.6,Hoffenheim,50200,Commerzbank-Arena,Daniel Siebert
1,1920,2019-08-18,1,Union Berlin,0.5,0,4,3.1,RB Leipzig,22467,Stadion An der Alten Försterei,Markus Schmidt
2,1920,2019-08-23,1,Köln,0.7,1,3,1.4,Dortmund,50000,RheinEnergieSTADION,Christian Dingert
2,1920,2019-08-24,1,Paderborn 07,1.7,1,3,2.2,Freiburg,14322,Benteler-Arena,Tobias Welz
2,1920,2019-08-24,1,Mainz 05,1.3,1,3,1.6,M'Gladbach,28005,Opel Arena,Martin Petersen
2,1920,2019-08-24,1,Augsburg,1.3,1,1,1.1,Union Berlin,27703,WWK Arena,Robert Schröder
2,1920,2019-08-24,1,Hoffenheim,0.7,3,2,1.3,Werder Bremen,27333,PreZero Arena,Sascha Stegemann
2,1920,2019-08-24,1,Düsseldorf,1,1,3,1.8,Leverkusen,44538,Merkur Spielarena,Patrick Ittrich
2,1920,2019-08-24,1,Schalke 04,1,0,3,1.5,Bayern Munich,62271,Veltins-Arena,Marco Fritz
2,1920,2019-08-25,1,RB Leipzig,1.4,2,1,1,Eint Frankfurt,40108,Red Bull Arena,Benjamin Cortus
2,1920,2019-08-25,1,Hertha BSC,1.1,0,3,1.3,Wolfsburg,42738,Olympiastadion Berlin,Guido Winkmann
3,1920,2019-08-30,1,M'Gladbach,1.1,1,3,2.2,RB Leipzig,47327,Stadion im Borussia-Park,Sven Jablonski
3,1920,2019-08-31,1,Wolfsburg,0.6,1,1,0.7,Paderborn 07,23750,Volkswagen Arena,Daniel Schlager
3,1920,2019-08-31,1,Bayern Munich,2.7,6,1,0.4,Mainz 05,75000,Allianz Arena,Markus Schmidt
3,1920,2019-08-31,1,Leverkusen,0.8,0,0,0.3,Hoffenheim,26506,BayArena,Felix Zwayer
3,1920,2019-08-31,1,Schalke 04,1,3,0,0.8,Hertha BSC,58875,Veltins-Arena,Tobias Stieler
3,1920,2019-08-31,1,Freiburg,0.7,1,2,1.3,Köln,24000,Schwarzwald-Stadion,Robert Kampka
3,1920,2019-08-31,1,Union Berlin,1.9,3,1,1.9,Dortmund,22012,Stadion An der Alten Försterei,Felix Brych
3,1920,2019-09-01,1,Werder Bremen,2.5,3,2,1.5,Augsburg,40041,Weserstadion,Sören Storks
3,1920,2019-09-01,1,Eint Frankfurt,1.2,2,1,0.6,Düsseldorf,49800,Commerzbank-Arena,Frank Willenborg
4,1920,2019-09-13,1,Düsseldorf,0.5,1,1,1.3,Wolfsburg,36758,Merkur Spielarena,Manuel Gräfe
4,1920,2019-09-14,1,Köln,0.9,0,1,1.7,M'Gladbach,50000,RheinEnergieSTADION,Deniz Aytekin
4,1920,2019-09-14,1,Mainz 05,1.7,2,1,2.2,Hertha BSC,22798,Opel Arena,Marco Fritz
4,1920,2019-09-14,1,Augsburg,2,2,1,1,Eint Frankfurt,28513,WWK Arena,Harm Osmers
4,1920,2019-09-14,1,Dortmund,2.5,4,0,0.8,Leverkusen,81365,Signal Iduna Park,Daniel Siebert
4,1920,2019-09-14,1,Union Berlin,1.6,1,2,2.7,Werder Bremen,22012,Stadion An der Alten Försterei,Tobias Welz
4,1920,2019-09-14,1,RB Leipzig,1.5,1,1,1.5,Bayern Munich,42146,Red Bull Arena,Sascha Stegemann
4,1920,2019-09-15,1,Hoffenheim,1.5,0,3,1.2,Freiburg,29395,PreZero Arena,Guido Winkmann
4,1920,2019-09-15,1,Paderborn 07,1.1,1,5,2.7,Schalke 04,15000,Benteler-Arena,Robert Schröder
5,1920,2019-09-20,1,Schalke 04,1.3,2,1,1.2,Mainz 05,58687,Veltins-Arena,Daniel Schlager
5,1920,2019-09-21,1,Leverkusen,1.7,2,0,0.2,Union Berlin,27430,BayArena,Robert Hartmann
5,1920,2019-09-21,1,Freiburg,1,1,1,1,Augsburg,23800,Schwarzwald-Stadion,Bastian Dankert
5,1920,2019-09-21,1,Bayern Munich,2.7,4,0,0.8,Köln,75000,Allianz Arena,Patrick Ittrich
5,1920,2019-09-21,1,Hertha BSC,1.3,2,1,1.3,Paderborn 07,43588,Olympiastadion Berlin,Frank Willenborg
5,1920,2019-09-21,1,Werder Bremen,0.7,0,3,1.5,RB Leipzig,40550,Weserstadion,Tobias Stieler
5,1920,2019-09-22,1,M'Gladbach,2.8,2,1,0.9,Düsseldorf,52413,Stadion im Borussia-Park,Christian Dingert
5,1920,2019-09-22,1,Eint Frankfurt,1.1,2,2,2.2,Dortmund,51500,Commerzbank-Arena,Markus Schmidt
5,1920,2019-09-23,1,Wolfsburg,1.2,1,1,0.7,Hoffenheim,21120,Volkswagen Arena,Benjamin Cortus
6,1920,2019-09-27,1,Union Berlin,0.6,1,2,1.5,Eint Frankfurt,22012,Stadion An der Alten Försterei,Sascha Stegemann
6,1920,2019-09-28,1,Paderborn 07,0.3,2,3,3.5,Bayern Munich,15000,Benteler-Arena,Felix Zwayer
6,1920,2019-09-28,1,Hoffenheim,1.5,0,3,2.2,M'Gladbach,29030,PreZero Arena,Harm Osmers
6,1920,2019-09-28,1,Augsburg,0.3,0,3,1.2,Leverkusen,27113,WWK Arena,Robert Kampka
6,1920,2019-09-28,1,Mainz 05,0.7,0,1,0.4,Wolfsburg,24303,Opel Arena,Felix Brych
6,1920,2019-09-28,1,RB Leipzig,1.6,1,3,2.6,Schalke 04,42146,Red Bull Arena,Manuel Gräfe
6,1920,2019-09-28,1,Dortmund,2.1,2,2,1.4,Werder Bremen,81365,Signal Iduna Park,Deniz Aytekin
6,1920,2019-09-29,1,Düsseldorf,1.3,1,2,1.6,Freiburg,39244,Merkur Spielarena,Daniel Siebert
6,1920,2019-09-29,1,Köln,0.8,0,4,1.5,Hertha BSC,49700,RheinEnergieSTADION,Sören Storks
7,1920,2019-10-04,1,Hertha BSC,1.7,3,1,1.2,Düsseldorf,37128,Olympiastadion Berlin,Martin Petersen
7,1920,2019-10-05,1,Freiburg,0.4,2,2,0.7,Dortmund,24000,Schwarzwald-Stadion,Sven Jablonski
7,1920,2019-10-05,1,Leverkusen,1.3,1,1,1.5,RB Leipzig,26355,BayArena,Marco Fritz
7,1920,2019-10-05,1,Bayern Munich,1.5,1,2,0.8,Hoffenheim,75000,Allianz Arena,Tobias Stieler
7,1920,2019-10-05,1,Paderborn 07,1.6,1,2,2.7,Mainz 05,14217,Benteler-Arena,Patrick Ittrich
7,1920,2019-10-05,1,Schalke 04,1.6,1,1,0.6,Köln,61883,Veltins-Arena,Tobias Welz
7,1920,2019-10-06,1,M'Gladbach,3,5,1,1.2,Augsburg,50352,Stadion im Borussia-Park,Robert Schröder
7,1920,2019-10-06,1,Wolfsburg,2.3,1,0,0.5,Union Berlin,27012,Volkswagen Arena,Bastian Dankert
7,1920,2019-10-06,1,Eint Frankfurt,2.1,2,2,1.7,Werder Bremen,51500,Commerzbank-Arena,Guido Winkmann
